ip_addr,banned_ip,banned
66.35.41.17,,false
66.77.197.8,,false
66.113.104.99,,false
66.135.34.21,,false
66.135.35.108,,false
66.150.9.117,,false
66.179.72.196,,false
66.179.73.1,,false
66.179.75.84,,false
66.187.239.16,,false
66.192.59.2,,false
66.228.49.146,,false
67.132.206.254,,false
67.172.155.8,,false
67.200.52.49,,false
67.202.196.196,,false
67.207.44.50,,false
67.210.209.68,,false
67.213.93.228,,false
68.13.175.124,,false
68.71.48.106,,false
68.98.86.161,,false
68.178.213.145,,false
69.10.140.234,,false
69.20.70.15,,false
69.20.116.180,,false
69.25.225.41,,false
69.28.149.129,,false
69.32.128.159,,false
69.43.196.140,,false
69.59.197.48,,false
69.64.48.152,,false
69.64.139.200,,false
69.74.118.2,,false
69.164.89.4,,false
70.15.249.142,,false
70.38.91.237,,false
70.73.101.64,,false
70.168.108.194,,false
71.8.8.186,,false
71.112.166.67,,false
72.3.189.115,,false
72.5.167.142,,false
72.32.74.12,,false
72.32.152.84,,false
72.44.51.206,,false
72.66.69.59,,false
72.131.118.26,,false
72.207.1.225,,false
73.187.12.10,,false
73.187.141.216,,false
74.11.66.199,,false
74.63.142.180,,false
74.63.142.188,,false
74.63.198.4,,false
74.113.232.134,,false
74.113.232.135,,false
74.113.232.138,,false
74.113.232.139,,false
74.113.232.142,,false
74.113.232.143,,false
74.113.232.144,,false
74.114.44.2,,false
74.114.132.150,,false
74.115.123.4,,false
74.123.198.5,,false
74.125.60.158,,false
74.205.117.244,,false
74.205.124.155,,false
75.98.9.250,,false
75.101.165.193,,false
75.101.209.57,,false
75.126.196.171,,false
75.126.196.172,,false
75.126.196.173,,false
75.127.97.128,,false
75.148.88.67,,false
75.171.227.253,,false
76.11.16.184,,false
76.21.43.165,,false
76.74.249.242,,false
76.77.154.193,,false
76.102.149.75,,false
77.37.14.35,,false
77.37.164.154,,false
77.74.4.177,,false
77.75.49.5,,false
77.234.203.109,,false
77.246.44.37,,false
78.21.199.166,,false
78.31.11.33,,false
78.31.14.125,,false
78.40.120.244,,false
78.42.40.76,,false
78.46.16.75,,false
78.46.17.23,,false
78.46.20.220,,false
78.46.57.7,,false
78.46.77.86,,false
78.46.90.209,,false
78.46.104.38,,false
78.46.114.34,,false
78.46.234.138,,false
78.47.24.163,,false
78.47.25.109,,false
78.47.25.110,,false
78.47.25.121,,false
78.47.40.226,,false
78.47.81.181,,false
78.47.142.9,,false
78.47.142.10,,false
78.47.142.11,,false
78.47.225.214,,false
78.100.89.194,,false
78.108.122.1,,false
78.109.87.141,,false
78.129.135.227,,false
78.137.97.209,,false
78.140.172.17,,false
78.224.176.91,,false
79.125.127.230,,false
79.129.116.39,,false
79.136.114.202,,false
79.142.254.68,,false
79.143.75.110,,false
79.175.176.49,,false
80.70.184.193,,false
80.70.214.71,80.70.214.71,true
80.79.204.217,,false
80.80.15.20,,false
80.82.207.86,,false
80.88.241.126,,false
80.90.61.76,,false
80.91.33.133,80.91.33.133,true
80.94.65.132,,false
80.136.82.251,,false
80.149.252.146,,false
80.227.5.18,,false
80.246.185.194,,false
81.1.213.1,,false
81.4.123.206,,false
81.23.57.44,,false
81.136.148.231,,false
81.169.220.253,,false
81.198.186.18,,false
81.201.213.200,,false
82.80.226.102,,false
82.94.171.7,,false
82.113.48.62,,false
82.115.102.186,,false
82.226.58.172,,false
83.42.24.252,,false
83.82.158.96,,false
83.103.77.3,,false
83.161.14.106,83.161.14.106,true
83.167.65.38,,false
83.167.225.168,,false
83.169.62.37,,false
83.229.185.14,,false
83.244.211.222,,false
84.31.128.152,,false
84.53.65.28,84.53.65.28,true
84.100.81.96,,false
84.208.15.12,,false
84.210.222.207,,false
84.254.114.34,,false
85.10.198.22,,false
85.10.223.66,,false
85.10.223.67,,false
85.10.223.69,,false
85.10.223.71,,false
85.10.255.70,,false
85.10.255.72,,false
85.10.255.130,,false
85.10.255.132,,false
85.10.255.134,,false
85.10.255.136,,false
85.17.217.10,,false
85.17.217.12,,false
85.17.231.193,,false
85.17.231.194,,false
85.18.201.25,,false
85.21.237.138,,false
85.25.24.228,,false
85.113.34.9,,false
85.118.60.4,,false
85.133.69.250,,false
85.143.163.190,,false
85.182.253.74,,false
85.214.22.153,,false
85.214.47.178,85.214.47.178,true
85.214.67.4,,false
85.214.140.33,,false
85.214.230.150,,false
85.218.241.37,,false
85.255.19.254,,false
86.51.177.4,,false
86.57.155.118,,false
86.57.255.90,,false
86.62.78.101,,false
87.85.173.82,,false
87.98.184.10,,false
87.117.167.122,,false
87.204.150.226,,false
87.233.13.210,,false
87.233.82.10,,false
87.233.156.242,87.233.156.242,true
87.233.221.196,,false
87.233.229.242,,false
87.233.241.86,,false
87.233.241.143,,false
87.238.51.100,,false
87.242.74.154,,false
87.246.109.110,,false
88.86.121.2,,false
88.86.121.55,,false
88.86.121.105,,false
88.87.56.205,,false
88.150.225.67,,false
88.157.130.126,,false
88.159.11.200,,false
88.178.104.132,,false
88.198.100.85,,false
88.198.106.237,,false
88.198.184.196,,false
88.198.200.171,,false
88.198.200.207,,false
88.198.208.23,,false
88.198.222.80,,false
88.198.222.106,,false
88.198.235.204,,false
88.212.226.68,,false
89.31.3.9,,false
89.68.64.91,,false
89.77.178.84,,false
89.97.236.178,,false
89.107.215.206,,false
89.108.106.104,,false
89.113.16.17,,false
89.113.131.120,,false
89.191.66.58,,false
89.191.67.31,,false
89.191.67.71,,false
89.191.67.117,,false
89.191.67.128,,false
89.191.67.129,,false
89.191.68.121,,false
89.191.68.127,,false
89.191.68.128,,false
89.191.68.175,,false
89.191.68.176,,false
89.191.68.177,,false
89.191.68.213,,false
89.191.68.215,,false
89.191.68.229,,false
89.191.68.234,,false
89.191.68.236,,false
89.206.187.251,,false
89.223.10.18,,false
89.238.149.4,,false
89.248.209.19,,false
89.249.85.148,,false
90.26.32.91,,false
90.83.36.113,,false
90.216.134.193,,false
91.35.235.28,,false
91.74.184.34,,false
91.74.184.36,,false
91.74.184.67,,false
91.74.184.74,,false
91.89.147.244,,false
91.103.4.38,,false
91.118.44.34,,false
91.120.61.154,91.120.61.154,true
91.121.91.54,,false
91.121.119.47,,false
91.121.136.148,,false
91.121.156.217,,false
91.121.161.213,91.121.161.213,true
91.121.171.70,,false
91.135.226.43,,false
91.183.39.50,,false
91.189.249.198,,false
91.194.188.90,91.194.188.90,true
91.199.181.7,,false
91.213.82.241,,false
91.213.91.28,,false
91.215.36.5,,false
91.220.201.254,,false
91.225.237.2,,false
91.234.52.254,,false
91.234.194.89,91.234.194.89,true
91.236.183.223,,false
91.239.186.133,91.239.186.133,true
91.250.75.236,,false
92.50.100.22,92.50.100.22,true
92.52.115.250,,false
92.60.9.66,,false
92.63.172.32,,false
92.63.172.59,,false
92.70.187.20,,false
92.103.191.10,,false
92.223.146.116,,false
92.238.56.98,,false
92.242.13.250,,false
92.243.11.223,,false
92.243.15.179,,false
92.243.16.24,,false
92.243.31.79,,false
92.243.31.243,,false
93.64.134.186,93.64.134.186,true
93.90.177.166,,false
93.90.186.38,,false
93.94.224.131,,false
93.115.82.7,,false
93.180.69.44,,false
93.180.71.3,93.180.71.3,true
93.188.104.31,,false
93.188.104.41,,false
93.190.65.216,,false
93.190.71.150,93.190.71.150,true
94.23.21.169,94.23.21.169,true
94.23.156.53,,false
94.23.169.246,,false
94.23.238.64,,false
94.25.125.166,,false
94.42.165.43,,false
94.42.167.36,,false
94.75.197.162,,false
94.75.197.163,,false
94.75.199.161,,false
94.75.231.210,,false
94.79.184.234,,false
94.181.180.60,,false
94.182.129.34,,false
94.198.63.246,,false
94.231.96.1,,false
94.231.103.50,,false
94.231.108.252,,false
94.231.109.96,,false
94.231.109.254,,false
94.232.57.6,,false
94.236.18.161,,false
94.236.18.164,,false
94.236.41.92,,false
94.236.106.132,,false
94.236.111.49,,false
94.242.57.7,,false
94.242.57.74,,false
94.242.57.178,,false
94.242.58.52,,false
94.242.58.53,,false
94.242.58.54,,false
94.242.58.55,,false
94.242.58.56,,false
94.242.58.57,,false
94.242.58.58,,false
94.242.58.59,,false
94.242.58.152,,false
94.242.58.153,,false
94.242.58.155,,false
94.242.58.169,,false
94.242.58.170,,false
94.242.58.201,,false
94.242.58.216,,false
94.242.58.229,,false
94.242.58.230,,false
95.31.8.51,,false
95.37.185.218,,false
95.47.182.106,,false
95.107.0.96,,false
95.128.36.63,,false
95.138.135.101,,false
95.138.140.236,,false
95.142.31.84,,false
95.163.87.6,,false
95.168.192.78,,false
95.182.209.5,,false
95.211.12.65,,false
95.211.12.66,,false
95.211.97.24,,false
95.211.98.5,,false
95.211.98.6,,false
95.213.132.170,,false
95.213.146.85,,false
96.46.150.20,,false
96.127.57.42,,false
96.225.126.53,,false
96.226.101.36,,false
96.243.198.58,,false
96.244.75.189,,false
97.107.128.171,,false
98.122.98.225,,false
98.129.7.30,,false
98.129.65.242,,false
98.129.131.228,,false
98.158.206.109,,false
99.236.248.102,,false
101.87.40.200,,false
101.162.63.76,,false
103.234.145.253,,false
103.254.156.229,,false
103.254.156.230,,false
104.130.6.102,,false
104.130.9.42,,false
104.130.9.106,,false
104.130.12.114,,false
104.130.16.131,,false
104.130.16.155,,false
104.130.25.126,,false
104.130.28.137,,false
104.131.7.228,,false
104.131.9.124,,false
104.131.11.50,,false
104.131.17.17,,false
104.131.19.158,,false
104.131.19.179,,false
104.131.19.181,,false
104.131.38.85,,false
104.131.60.81,,false
104.131.62.195,,false
104.131.63.98,,false
104.131.75.221,,false
104.131.81.65,,false
104.131.92.64,,false
104.131.228.245,,false
104.131.231.123,,false
104.131.245.8,,false
104.155.1.44,,false
104.155.1.238,,false
104.155.3.243,,false
104.155.5.161,,false
104.155.218.241,,false
104.156.226.8,,false
104.156.230.50,,false
104.156.244.25,,false
104.156.244.29,,false
104.156.244.36,,false
104.156.244.51,,false
104.156.250.12,,false
104.156.250.16,,false
104.156.250.21,,false
104.156.250.26,,false
104.156.250.30,,false
104.156.252.31,,false
104.156.252.34,,false
104.156.252.40,,false
104.156.252.51,,false
104.156.252.65,,false
104.200.29.252,,false
104.207.132.8,,false
104.207.139.13,,false
104.207.139.44,,false
104.207.139.46,,false
104.207.139.58,,false
104.236.8.134,,false
104.236.10.6,,false
104.236.25.223,,false
104.236.43.33,,false
104.236.174.21,,false
105.237.132.56,,false
106.120.152.236,,false
106.185.25.64,,false
106.185.35.17,,false
107.0.100.18,,false
107.6.141.130,,false
107.6.141.154,,false
107.20.8.119,,false
107.20.32.17,,false
107.21.15.18,,false
107.21.119.144,,false
107.21.132.21,,false
107.21.220.239,,false
107.22.9.64,,false
107.22.70.208,,false
107.22.76.114,,false
107.22.90.18,,false
107.22.118.99,,false
107.23.7.76,,false
107.23.71.134,,false
107.23.117.139,,false
107.23.129.83,,false
107.23.162.47,,false
107.23.164.80,,false
107.23.193.175,,false
107.23.194.122,,false
107.23.207.159,,false
107.170.59.207,,false
107.170.186.220,,false
107.178.214.248,,false
107.191.40.21,,false
107.191.48.117,,false
107.191.58.13,,false
108.59.83.197,,false
108.59.87.160,,false
108.61.72.3,,false
108.61.126.51,,false
108.61.126.55,,false
108.61.149.211,,false
108.61.160.9,,false
108.61.160.21,,false
108.61.160.41,,false
108.61.164.45,,false
108.61.168.18,,false
108.61.168.43,,false
108.61.168.55,,false
108.61.176.36,,false
108.61.176.44,,false
108.61.191.3,,false
108.61.191.6,,false
108.61.196.22,,false
108.61.201.146,,false
108.61.202.10,,false
108.61.202.12,,false
108.61.204.18,,false
108.61.204.22,,false
108.61.204.121,,false
108.61.210.113,,false
108.61.212.10,,false
108.61.212.20,,false
108.61.212.27,,false
108.61.216.15,,false
108.61.218.11,,false
108.61.219.11,,false
108.61.222.17,,false
108.61.223.6,,false
108.61.224.10,,false
108.61.251.18,,false
108.61.251.29,,false
108.166.19.72,,false
108.176.232.30,,false
108.233.254.175,,false
109.24.183.175,,false
109.67.162.250,,false
109.75.179.87,,false
109.107.35.139,,false
109.107.36.138,,false
109.107.38.48,,false
109.107.38.53,,false
109.122.98.179,,false
109.122.98.182,,false
109.188.125.13,,false
109.190.90.239,,false
109.194.1.226,,false
109.202.72.111,,false
109.234.3.35,,false
109.239.58.236,,false
109.239.99.212,,false
110.84.1.68,,false
111.206.115.228,,false
112.25.25.97,,false
112.198.64.83,,false
113.171.224.175,,false
114.80.245.62,,false
115.198.47.126,,false
116.68.212.232,,false
116.98.40.185,,false
117.203.36.5,,false
119.9.66.19,,false
119.9.82.109,,false
119.9.83.124,,false
119.9.83.188,,false
119.15.96.11,,false
119.252.76.162,,false
120.136.36.218,,false
120.192.95.88,,false
121.199.62.25,,false
122.11.37.56,,false
122.99.116.118,,false
122.135.46.210,,false
122.164.13.234,,false
122.170.38.20,,false
122.220.195.210,,false
123.49.19.137,,false
123.120.147.24,,false
124.65.163.69,,false
124.74.128.165,,false
124.171.11.244,,false
124.205.129.97,,false
125.160.110.136,,false
127.0.0.1,,false
128.61.194.41,,false
128.61.194.48,,false
128.118.46.238,,false
128.135.12.93,,false
128.142.135.16,,false
128.142.141.25,,false
128.142.154.105,,false
128.177.69.5,,false
128.199.51.40,,false
128.199.60.184,,false
128.219.49.14,,false
128.237.28.16,,false
128.237.28.17,,false
129.67.24.6,,false
129.67.24.13,,false
129.67.24.20,,false
129.67.24.30,,false
129.67.24.45,,false
129.67.24.46,,false
129.67.24.48,,false
129.67.24.74,,false
129.67.24.107,,false
129.67.24.110,,false
129.67.24.164,,false
129.67.24.251,,false
129.67.25.50,,false
129.67.25.156,,false
129.67.26.99,,false
129.67.26.186,,false
129.67.27.45,,false
129.67.27.48,,false
129.67.27.59,,false
129.67.27.62,,false
129.67.27.68,,false
129.67.27.117,,false
129.67.27.148,,false
129.67.27.205,,false
129.67.27.214,,false
129.67.27.215,,false
129.125.2.237,,false
129.132.166.82,,false
129.240.0.118,,false
130.89.1.236,,false
130.117.40.34,,false
130.132.49.240,,false
130.193.66.76,,false
130.199.3.165,,false
130.208.204.5,,false
130.211.50.176,,false
130.211.81.197,,false
130.211.100.91,,false
130.211.154.1,,false
130.211.167.95,,false
130.211.169.82,,false
130.211.172.167,,false
130.211.172.220,,false
130.211.185.90,,false
130.211.187.76,,false
130.232.241.5,,false
131.103.28.254,,false
131.169.56.104,,false
131.169.80.53,,false
131.169.80.145,,false
131.169.226.85,,false
131.174.30.35,,false
132.217.254.46,,false
132.217.254.52,,false
132.229.34.99,,false
133.127.254.201,,false
133.127.254.202,,false
133.127.254.203,,false
134.61.24.129,,false
134.75.123.85,,false
134.75.123.238,,false
134.119.20.172,,false
134.119.24.101,,false
134.169.18.173,,false
134.213.10.192,,false
134.213.35.249,,false
134.225.2.2,,false
136.243.5.8,,false
136.243.233.130,,false
136.243.255.244,,false
137.82.14.151,,false
137.117.176.158,,false
137.117.176.210,,false
137.117.177.150,,false
137.117.180.46,,false
137.117.180.241,,false
137.117.181.192,,false
137.117.181.224,,false
137.117.182.62,,false
137.117.182.77,,false
137.117.182.122,,false
137.117.183.81,,false
137.117.184.211,,false
137.117.184.219,,false
137.117.185.75,,false
137.117.186.96,,false
137.135.241.142,,false
137.135.244.50,,false
137.208.8.164,,false
140.207.168.134,,false
140.245.91.38,,false
141.88.235.156,,false
141.101.56.16,,false
141.138.90.60,,false
141.211.245.35,,false
141.214.17.252,,false
142.1.96.30,,false
142.1.96.87,,false
142.103.1.133,,false
142.103.146.151,,false
142.103.182.152,,false
142.103.203.1,,false
142.103.203.2,,false
142.150.190.67,,false
142.150.191.26,,false
142.150.191.27,,false
143.210.16.81,,false
143.210.16.83,,false
143.210.16.84,,false
143.210.16.138,,false
143.210.16.140,,false
144.63.247.4,,false
144.76.4.49,,false
144.76.37.115,,false
144.76.41.70,,false
144.76.68.247,,false
144.76.71.216,,false
144.76.77.38,,false
144.76.81.209,,false
144.76.82.78,,false
144.76.102.132,,false
144.76.104.150,,false
144.76.117.56,144.76.117.56,true
144.76.137.134,144.76.137.134,true
144.76.151.58,144.76.151.58,true
144.76.156.176,,false
144.76.156.180,,false
144.76.160.62,144.76.160.62,true
144.76.218.205,,false
144.76.223.103,,false
144.76.225.48,,false
144.76.225.49,,false
144.76.225.50,,false
144.76.234.43,,false
144.76.236.146,,false
144.76.238.251,,false
144.76.239.42,,false
144.92.16.161,144.92.16.161,true
144.160.98.91,,false
144.160.98.92,,false
144.160.98.93,,false
144.213.253.16,,false
146.0.2.253,,false
146.82.91.193,,false
146.148.8.217,,false
146.148.20.32,,false
146.148.22.192,,false
146.148.60.68,,false
146.148.64.105,,false
146.148.77.240,,false
146.148.116.175,,false
146.148.117.10,,false
146.148.118.146,,false
146.148.126.136,,false
146.185.183.13,,false
147.136.249.18,,false
147.136.249.20,,false
147.203.99.20,,false
147.203.100.100,,false
147.203.161.217,,false
148.87.19.194,,false
148.251.1.74,,false
148.251.2.47,,false
148.251.6.118,,false
148.251.13.131,,false
148.251.23.199,,false
148.251.43.35,,false
148.251.49.20,,false
148.251.50.7,,false
148.251.66.229,,false
148.251.69.212,,false
148.251.69.217,,false
148.251.69.218,,false
148.251.69.219,,false
148.251.86.177,,false
148.251.87.207,,false
148.251.112.153,,false
148.251.131.169,,false
148.251.131.189,,false
148.251.131.250,,false
148.251.134.114,,false
148.251.138.133,,false
148.251.193.162,,false
148.251.193.163,,false
148.251.193.164,,false
148.251.193.165,,false
148.251.195.19,,false
148.251.237.152,,false
149.6.185.90,,false
149.172.92.217,,false
149.210.144.164,,false
150.101.178.80,,false
150.199.111.23,,false
150.252.134.118,,false
152.11.92.116,,false
152.90.220.17,152.90.220.17,true
152.90.220.18,152.90.220.18,true
153.96.42.29,,false
154.66.205.242,,false
157.166.243.1,,false
157.166.251.1,,false
157.180.240.73,,false
158.58.178.40,,false
159.33.5.26,,false
159.182.1.4,,false
162.13.55.31,,false
162.13.64.51,,false
162.13.65.161,,false
162.13.95.54,,false
162.13.102.148,,false
162.13.115.186,,false
162.13.196.59,,false
162.13.198.178,,false
162.209.71.174,,false
162.209.127.54,,false
162.217.12.67,,false
162.221.224.49,,false
162.221.226.158,,false
162.221.226.174,,false
162.221.226.176,,false
162.242.222.188,,false
162.242.252.62,,false
162.243.140.20,,false
162.243.188.66,,false
162.248.221.54,,false
162.248.221.187,,false
162.252.175.159,,false
163.49.71.201,,false
163.49.71.202,,false
163.49.71.203,,false
164.15.72.91,,false
164.177.140.173,,false
166.78.194.100,,false
166.90.142.9,,false
167.114.0.32,,false
167.114.67.11,,false
167.114.97.57,,false
171.33.133.58,,false
172.20.20.20,,false
172.20.20.22,,false
172.20.20.27,,false
172.20.20.30,,false
172.20.20.172,,false
172.29.141.101,,false
172.30.50.67,,false
173.11.48.149,,false
173.39.211.196,,false
173.39.226.123,,false
173.39.227.197,,false
173.39.234.33,,false
173.160.53.233,,false
173.192.228.131,,false
173.199.117.4,,false
173.199.124.3,,false
173.203.38.1,,false
173.203.139.108,,false
173.203.157.20,,false
173.226.154.250,,false
173.231.82.193,,false
173.245.114.36,,false
173.255.119.120,,false
173.255.199.22,,false
173.255.243.139,,false
174.26.205.52,,false
174.31.183.172,,false
174.90.126.4,,false
174.103.128.249,,false
174.129.48.59,,false
174.129.116.44,,false
174.129.154.79,,false
174.129.166.0,,false
174.129.171.239,,false
176.9.37.247,,false
176.9.91.176,,false
176.9.212.166,,false
176.28.53.45,,false
176.28.124.132,,false
176.31.229.173,,false
176.31.232.152,,false
176.34.64.113,,false
176.34.84.84,,false
176.34.101.121,,false
176.34.128.180,,false
176.58.26.39,,false
176.58.26.40,,false
176.58.26.41,,false
176.58.26.49,,false
176.58.88.152,,false
176.58.88.166,,false
176.58.90.63,,false
176.58.90.77,,false
176.58.90.90,,false
176.58.90.144,,false
176.58.93.124,,false
176.58.93.149,,false
176.65.66.113,,false
176.97.36.3,,false
178.18.85.86,,false
178.32.54.253,178.32.54.253,true
178.32.216.134,,false
178.32.248.207,,false
178.33.237.11,,false
178.33.237.135,,false
178.62.69.228,,false
178.62.213.239,,false
178.63.93.73,,false
178.63.142.85,,false
178.79.152.75,,false
178.168.79.41,,false
178.216.202.38,,false
178.218.166.169,,false
178.250.146.83,,false
178.251.167.8,,false
180.150.131.108,,false
180.150.151.59,,false
180.179.55.10,,false
180.179.116.54,,false
180.179.174.219,,false
182.160.138.34,,false
184.68.101.234,,false
184.73.10.158,,false
184.73.44.163,,false
184.73.45.64,,false
184.73.132.8,,false
184.73.137.10,,false
184.73.148.114,,false
184.106.13.225,,false
184.106.13.229,,false
184.106.13.231,,false
184.154.52.146,,false
184.168.128.52,,false
184.168.128.54,,false
184.169.132.136,,false
184.169.252.12,,false
184.172.46.20,,false
184.172.46.33,,false
184.172.46.34,,false
184.173.149.15,,false
184.173.149.16,,false
185.6.246.1,,false
185.7.176.151,,false
185.9.166.54,,false
185.13.90.131,,false
185.17.41.221,,false
185.20.227.155,,false
185.20.227.198,,false
185.28.20.181,,false
185.32.100.20,,false
185.39.80.16,,false
185.40.8.59,,false
185.40.8.139,,false
185.46.80.143,,false
185.50.24.118,,false
185.55.52.139,,false
185.64.252.16,,false
185.68.175.19,,false
186.67.186.2,,false
187.207.15.89,,false
188.40.68.69,,false
188.40.73.71,,false
188.40.90.173,,false
188.64.128.39,,false
188.75.73.34,,false
188.93.208.132,,false
188.94.26.119,,false
188.138.32.82,,false
188.138.41.71,,false
188.138.60.101,188.138.60.101,true
188.165.150.136,,false
188.165.219.39,,false
188.215.38.87,,false
188.215.38.246,,false
188.226.139.174,,false
188.226.236.139,,false
188.226.242.126,,false
188.226.245.167,,false
189.89.101.151,,false
189.89.206.4,,false
190.13.34.97,,false
190.22.227.72,,false
190.96.65.130,,false
190.98.202.219,,false
190.196.122.171,,false
190.196.122.220,,false
192.73.240.72,,false
192.73.240.106,,false
192.73.240.212,,false
192.73.242.66,,false
192.73.242.182,,false
192.73.243.59,,false
192.73.243.65,,false
192.73.243.115,,false
192.73.244.113,,false
192.73.244.171,,false
192.73.248.45,,false
192.73.248.229,,false
192.73.252.145,,false
192.73.252.179,,false
192.91.173.36,,false
192.99.18.64,,false
192.99.38.217,,false
192.99.40.162,,false
192.99.44.57,,false
192.99.44.58,,false
192.99.44.59,,false
192.99.44.62,,false
192.99.44.63,,false
192.99.44.64,,false
192.99.154.56,,false
192.99.212.215,,false
192.118.71.177,,false
192.118.71.178,,false
192.121.132.138,,false
192.124.26.250,,false
192.133.141.16,,false
192.133.141.142,,false
192.133.141.145,,false
192.155.255.235,,false
192.166.193.27,,false
192.166.193.152,,false
192.168.1.50,,false
192.168.1.195,,false
192.168.1.201,,false
192.168.11.36,,false
192.168.128.203,,false
192.168.206.145,,false
192.168.210.232,,false
192.168.241.115,,false
192.168.241.116,,false
192.169.212.29,,false
192.169.212.38,,false
192.169.212.66,,false
192.169.212.68,,false
192.169.212.125,,false
192.184.80.62,,false
192.195.66.2,,false
192.232.253.212,,false
192.235.75.62,,false
192.237.151.127,,false
192.237.247.31,,false
193.2.18.181,,false
193.30.60.12,,false
193.30.60.24,,false
193.30.60.25,,false
193.30.60.33,,false
193.30.60.34,,false
193.30.60.40,,false
193.30.60.167,,false
193.30.60.204,,false
193.30.60.221,,false
193.30.60.234,,false
193.35.11.125,,false
193.40.112.3,,false
193.41.229.156,,false
193.50.159.106,,false
193.71.65.33,,false
193.84.27.10,,false
193.85.232.50,,false
193.93.0.8,,false
193.93.135.78,,false
193.104.37.24,,false
193.143.201.118,,false
193.146.75.99,,false
193.146.75.180,,false
193.158.63.18,,false
193.174.152.164,,false
193.174.152.167,,false
193.181.4.32,,false
193.181.4.160,,false
193.181.5.79,,false
193.181.6.4,,false
193.181.6.222,,false
193.190.253.150,,false
193.192.58.163,193.192.58.163,true
193.192.59.41,,false
193.192.118.146,,false
193.227.245.73,,false
193.234.240.72,,false
193.234.241.71,,false
193.234.241.72,,false
193.234.241.140,,false
193.234.241.205,,false
193.234.242.10,,false
193.234.242.134,,false
193.234.242.157,,false
193.234.243.70,,false
193.240.146.68,,false
194.6.194.141,,false
194.7.83.92,,false
194.12.213.73,,false
194.15.95.20,,false
194.48.128.222,,false
194.58.90.185,,false
194.60.217.187,,false
194.64.231.253,,false
194.68.177.105,,false
194.68.177.131,,false
194.68.178.93,,false
194.68.178.149,,false
194.76.107.17,,false
194.77.141.161,,false
194.80.113.3,,false
194.97.4.7,,false
194.103.36.101,,false
194.103.36.111,,false
194.103.37.90,,false
194.103.37.176,,false
194.105.248.50,,false
194.124.140.39,,false
194.132.152.200,,false
194.132.153.75,,false
194.132.153.106,,false
194.132.177.5,,false
194.132.177.9,,false
194.132.177.40,,false
194.132.177.79,,false
194.132.177.109,,false
194.132.179.86,,false
194.132.179.120,,false
194.132.179.165,,false
194.132.179.185,,false
194.132.179.219,,false
194.150.58.58,,false
194.162.123.113,,false
194.165.34.226,,false
194.177.215.120,,false
194.197.8.194,,false
194.254.145.253,,false
195.1.24.132,,false
195.43.88.98,,false
195.43.89.49,,false
195.56.182.108,,false
195.64.164.134,,false
195.64.164.226,,false
195.66.81.4,,false
195.71.92.70,,false
195.81.3.249,,false
195.82.85.92,,false
195.88.36.18,,false
195.88.87.173,,false
195.88.195.153,,false
195.101.165.10,,false
195.145.19.12,,false
195.151.247.69,,false
195.154.35.156,,false
195.154.77.170,195.154.77.170,true
195.154.168.53,,false
195.154.169.73,,false
195.154.169.98,,false
195.154.169.122,,false
195.154.170.20,,false
195.154.182.51,,false
195.154.204.11,,false
195.154.233.202,195.154.233.202,true
195.158.240.131,,false
195.171.206.198,,false
195.187.4.196,,false
195.210.47.239,195.210.47.239,true
195.210.147.154,,false
195.211.120.147,,false
195.211.120.148,,false
195.234.145.3,,false
195.235.92.25,,false
195.250.46.37,,false
196.14.91.234,,false
196.34.14.39,,false
196.34.14.40,,false
196.34.14.44,,false
196.36.224.242,,false
197.155.77.1,,false
198.22.178.21,,false
198.58.75.132,,false
198.61.134.232,,false
198.61.134.234,,false
198.61.216.151,,false
198.62.63.10,,false
198.91.76.200,,false
198.105.198.4,,false
198.105.198.5,,false
198.199.71.18,,false
198.199.106.214,,false
198.199.127.211,,false
198.211.102.158,,false
198.232.218.254,,false
199.16.156.125,,false
199.20.71.230,,false
199.38.181.60,,false
199.38.182.96,,false
199.38.182.115,,false
199.38.183.96,,false
199.38.183.100,,false
199.38.183.118,,false
199.38.183.154,,false
199.38.183.176,,false
199.38.183.217,,false
199.47.145.130,,false
199.68.238.7,,false
199.80.55.242,,false
199.85.125.10,,false
199.127.193.68,,false
199.182.166.136,,false
199.244.102.254,,false
200.6.73.40,200.6.73.40,true
200.28.3.2,,false
200.28.3.3,,false
200.28.26.34,,false
200.80.170.70,,false
200.136.72.162,,false
200.205.11.2,,false
200.205.195.2,,false
202.59.49.35,,false
202.78.200.137,,false
202.143.95.26,202.143.95.26,true
202.239.153.136,,false
203.2.35.196,,false
203.4.200.68,,false
203.89.92.144,,false
203.122.192.113,,false
204.13.110.135,,false
204.14.236.210,,false
204.15.241.100,,false
204.19.214.254,,false
204.38.32.101,,false
204.68.122.2,,false
204.77.168.241,,false
204.77.169.137,,false
204.77.193.81,,false
204.78.58.135,,false
204.152.18.22,,false
204.197.211.70,,false
204.232.160.221,,false
204.232.190.16,,false
204.232.190.18,,false
205.144.162.130,,false
205.144.162.156,,false
205.147.105.127,,false
205.157.110.11,,false
205.172.172.132,,false
205.209.7.101,,false
205.251.184.1,,false
206.142.225.196,,false
206.188.26.40,,false
206.210.161.13,,false
206.224.96.244,,false
207.93.211.50,,false
207.109.159.194,,false
208.43.115.60,,false
208.47.132.224,,false
208.48.140.4,,false
208.48.140.5,,false
208.64.100.14,,false
208.65.107.61,,false
208.65.107.104,,false
208.66.176.6,,false
208.68.87.196,,false
208.68.163.134,,false
208.71.186.130,,false
